Name,Date,value
o69727,02-03-2023,138.5852021
x33612,02-03-2023,180.5355442
m61972,02-03-2023,121.9211914
f61201,02-03-2023,182.2375488
d161719,02-03-2023,101.4871725
x5972,02-03-2023,96.16706
t156428,02-03-2023,142.9950456
s208786,02-03-2023,120.1273846
i25818,02-03-2023,170.9227458
p126648,02-03-2023,111.2775454
a28867,02-03-2023,172.1807788
e37976,02-03-2023,209.2164532
m16528,02-03-2023,160.920734
b30538,02-03-2023,173.5481891
r115539,02-03-2023,163.1289323
q105587,02-03-2023,220.7841413
m143441,02-03-2023,209.0994598
i131517,02-03-2023,217.1535933
q103932,02-03-2023,128.3822575
e19141,02-03-2023,197.5754251
a213916,02-03-2023,114.0523209
q192917,02-03-2023,171.9995444
f127159,02-03-2023,118.7748928
u60884,02-03-2023,150.4201199
X124932,02-03-2023,204.6992627
i22140,02-03-2023,206.1353497
a229184,02-03-2023,202.1192563
m129643,02-03-2023,110.91726
d227426,02-03-2023,171.3055214
e224564,02-03-2023,177.6298952
h171779,02-03-2023,164.8429282
d124954,02-03-2023,180.9626353
h58596,02-03-2023,173.2270845
m22289,02-03-2023,139.8424897
p147767,02-03-2023,119.6572371
f81844,02-03-2023,163.9799071
e190047,02-03-2023,200.2840809
p90182,02-03-2023,131.4935295
j159394,02-03-2023,192.6981764
m119468,02-03-2023,205.412577
m103845,02-03-2023,184.0640602
c87931,02-03-2023,150.8254851
b81913,02-03-2023,206.1934817
u6046,02-03-2023,118.8102672
h213031,02-03-2023,142.8473957
a183200,02-03-2023,192.5747859
X214744,02-03-2023,173.9255444
p23930,02-03-2023,126.138753
u232570,02-03-2023,132.4030664
i59033,02-03-2023,161.3517248
r87045,02-03-2023,103.343178
h84799,02-03-2023,184.8875573
i158799,02-03-2023,192.1211176
b133402,02-03-2023,140.9477253
o99938,02-03-2023,158.0051855
q216276,02-03-2023,97.0951674
c24003,02-03-2023,220.9482993
p53170,02-03-2023,188.3448028
m15427,02-03-2023,121.8933731
k175558,02-03-2023,186.285134
t164881,02-03-2023,93.96472304
e26679,02-03-2023,223.4819905
v80518,02-03-2023,223.2393561
f42678,02-03-2023,162.2119659
v123515,02-03-2023,131.3207298
h44864,02-03-2023,127.8394374
w129095,02-03-2023,136.3439947
m159074,02-03-2023,102.9343514
t39282,02-03-2023,171.4668926
n186245,02-03-2023,185.3496505
e175040,02-03-2023,184.8466871
k60031,02-03-2023,88.86152552
x136873,02-03-2023,206.7779129
t167179,02-03-2023,163.5597966
t84129,02-03-2023,154.4136713
h164389,02-03-2023,98.32522249
g181036,02-03-2023,157.4223092
p181387,02-03-2023,101.284721
u43309,02-03-2023,93.65436956
h124760,02-03-2023,105.7051507
r231393,02-03-2023,126.8687291
p19731,02-03-2023,158.0957778
u154519,02-03-2023,123.9759732
m70979,02-03-2023,161.8196695
c99876,02-03-2023,182.0304233
l6126,02-03-2023,144.5172777
h47535,02-03-2023,115.886808
k173194,02-03-2023,193.2535817
p106802,02-03-2023,177.2538721
f35023,02-03-2023,102.5448764
b211160,02-03-2023,112.0878404
h53085,02-03-2023,132.411678
a218591,02-03-2023,94.57740902
k67787,02-03-2023,104.5942168
e142195,02-03-2023,160.5535642
d50954,02-03-2023,141.3885216
r145697,02-03-2023,173.5489353
r116385,02-03-2023,208.4763981
b2608,02-03-2023,181.5606567
t89253,02-03-2023,130.7250586
k190373,02-03-2023,213.9323599
l118553,02-03-2023,207.9148949
g230303,02-03-2023,194.7887122
j90950,02-03-2023,94.7608955
n205555,02-03-2023,92.14651082
v70025,02-03-2023,116.2068326
o233949,02-03-2023,123.5451752
j4403,02-03-2023,114.8172784
h183272,02-03-2023,108.0290474
p82481,02-03-2023,101.3700539
h23509,02-03-2023,102.2753506
g145860,02-03-2023,208.6494046
n96952,02-03-2023,99.76246209
n205173,02-03-2023,159.7517933
h168734,02-03-2023,103.7506653
r44883,02-03-2023,193.0289039
o73234,02-03-2023,96.41653489
r178069,02-03-2023,103.8958041
o92555,02-03-2023,184.5313457
i224197,02-03-2023,114.2137031
b131537,02-03-2023,212.7760583
r135292,02-03-2023,223.4354212
r179950,02-03-2023,141.0031844
e200623,02-03-2023,104.2449548
g4308,02-03-2023,140.5023136
m163384,02-03-2023,215.2491286
X124402,02-03-2023,131.2537649
X154633,02-03-2023,169.5865965
b10482,02-03-2023,168.025713
b229803,02-03-2023,207.5592946
b183870,02-03-2023,212.2749393
q83092,02-03-2023,135.9157714
a182477,02-03-2023,174.0872974
k70016,02-03-2023,100.0469717
p70097,02-03-2023,187.4305365
n2547,02-03-2023,216.5340556
n38297,02-03-2023,186.2350348
a221239,02-03-2023,187.5371839
n190245,02-03-2023,139.4179851
t146221,02-03-2023,202.3835239
e103608,02-03-2023,204.6640376
l104467,02-03-2023,187.2515828
u101558,02-03-2023,122.8498119
j44762,02-03-2023,102.2088834
k30100,02-03-2023,216.3090504
l131768,02-03-2023,153.434238
d132797,02-03-2023,105.2613759
w159410,02-03-2023,168.5664059
f181448,02-03-2023,160.6135292
m30390,02-03-2023,107.8350801
l193424,02-03-2023,187.3761139
i145041,02-03-2023,147.0190696
i201363,02-03-2023,141.9381342
a210992,02-03-2023,101.8917293
w184377,02-03-2023,214.7015395
X118100,02-03-2023,108.2300067
n61050,02-03-2023,187.0234553
e114815,02-03-2023,133.5864934
x63553,02-03-2023,179.823994
X180459,02-03-2023,132.5287055
i81281,02-03-2023,125.5665979
r183647,02-03-2023,215.5657321
w22730,02-03-2023,100.4265751
f161606,02-03-2023,207.3175768
v176912,02-03-2023,216.5787071
v106861,02-03-2023,116.1555149
c35799,02-03-2023,103.5250787
d217591,02-03-2023,145.6469193
b124189,02-03-2023,171.4359381
g104283,02-03-2023,113.1385579
c131800,02-03-2023,153.8567071
d193380,02-03-2023,216.9363721
d190022,02-03-2023,177.1834027
c82424,02-03-2023,203.1616228
l228941,02-03-2023,136.9894108
q206522,02-03-2023,117.7691616
c100507,02-03-2023,156.4280428
w96482,02-03-2023,104.016232
b72408,02-03-2023,128.2580726
u83437,02-03-2023,154.520473
q228963,02-03-2023,117.0821272
m170566,02-03-2023,175.963431
i32774,02-03-2023,139.7659019
k218692,02-03-2023,153.2469373
b64666,02-03-2023,159.9996695
l115632,02-03-2023,228.9819098
f47011,02-03-2023,128.3503957
n57874,02-03-2023,142.5697033
a116641,02-03-2023,221.6524398
t26221,02-03-2023,159.7302393
h231772,02-03-2023,200.9423303
x33080,02-03-2023,200.5781442
m30682,02-03-2023,175.3866804
w119221,02-03-2023,220.4628258
m204786,02-03-2023,183.0533053
w81901,02-03-2023,161.2726736
t73085,02-03-2023,106.9537465
i78258,02-03-2023,173.0490061
i112245,02-03-2023,138.4014561
g186293,02-03-2023,116.0978739
t82841,02-03-2023,196.1016837
a86761,02-03-2023,122.5047706
d113316,02-03-2023,208.2888809
m10172,02-03-2023,154.2289133
u43732,02-03-2023,225.4153414
p17525,02-03-2023,154.3713487
X69157,02-03-2023,177.348215
u60396,02-03-2023,161.3308909
s46227,02-03-2023,103.2138972
n30127,02-03-2023,121.868024
h8522,02-03-2023,189.8145761
v119379,02-03-2023,109.622586
X45045,02-03-2023,162.0667628
l5103,02-03-2023,133.0018976
d117037,02-03-2023,216.1748886
b79426,02-03-2023,175.8556794
s45567,02-03-2023,117.6215471
j68138,02-03-2023,126.6331759
j82700,02-03-2023,153.4761752
s168067,02-03-2023,167.5586131
l15614,02-03-2023,213.6789224
u134301,02-03-2023,123.6660839
x210689,02-03-2023,161.2528263
o158450,02-03-2023,135.6156108
p198533,02-03-2023,182.2959226
i213651,02-03-2023,107.8749374
v170863,02-03-2023,167.6343434
j104487,02-03-2023,187.7785403
f6111,02-03-2023,137.353086
d124472,02-03-2023,156.877087
l56355,02-03-2023,180.0018642
p58703,02-03-2023,176.4855789
r62929,02-03-2023,118.6688131
n51781,02-03-2023,226.6136887
f44033,02-03-2023,125.8516852
h41896,02-03-2023,173.1338233
p128773,02-03-2023,168.8564384
v70141,02-03-2023,144.7624814
f229539,02-03-2023,156.0487739
c215593,02-03-2023,198.3532859
a84075,02-03-2023,130.8844741
u42807,02-03-2023,137.9810449
b117397,02-03-2023,121.5374935
i128729,02-03-2023,164.181959
X74457,02-03-2023,117.6562532
m77060,02-03-2023,200.8316731
p181999,02-03-2023,187.8826546
i24784,02-03-2023,117.0840915
u123412,02-03-2023,234.2464749
d214893,02-03-2023,194.205893
d210552,02-03-2023,212.1805002
k133371,02-03-2023,231.150224
n75160,02-03-2023,192.2439165
u189752,02-03-2023,161.7259477
w156283,02-03-2023,106.9287022
p152100,02-03-2023,163.7309721
e41920,02-03-2023,124.3702429
v82122,02-03-2023,112.6368454
n148384,02-03-2023,216.1403219
q124345,02-03-2023,199.1032082
h130173,02-03-2023,170.6789492
d130267,02-03-2023,105.1548053
p105641,02-03-2023,192.9717562
h118164,02-03-2023,134.8299206
r57967,02-03-2023,173.9963408
e220709,02-03-2023,95.08163315
o222728,02-03-2023,176.741687
n231562,02-03-2023,165.1435215
q108499,02-03-2023,220.7290051
o30161,02-03-2023,114.3401291
f52928,02-03-2023,159.7289678
l209702,02-03-2023,113.1284612
X8868,02-03-2023,214.6766251
d207483,02-03-2023,111.3148846
h192035,02-03-2023,141.9812476
a19343,02-03-2023,133.8623449
i72930,02-03-2023,102.7075432
d55046,02-03-2023,138.8323958
k146842,02-03-2023,169.8242933
g44567,02-03-2023,176.7783884
f29107,02-03-2023,179.8496242
c99741,02-03-2023,182.9380256
i152009,02-03-2023,159.1816789
p14411,02-03-2023,95.33839358
o91308,02-03-2023,128.9078034
k114281,02-03-2023,175.2606001
a90303,02-03-2023,116.0512199
w68991,02-03-2023,190.0722159
p47498,02-03-2023,157.7251954
n134509,02-03-2023,130.8539646
b36476,02-03-2023,216.6737695
l224569,02-03-2023,98.54052316
v180925,02-03-2023,206.7118841
v152965,02-03-2023,119.6080629
c119642,02-03-2023,197.8122743
x133990,02-03-2023,152.0620445
h139801,02-03-2023,156.8901611
e139466,02-03-2023,134.0888111
f42731,02-03-2023,99.7086424
j28090,02-03-2023,107.856803
t36322,02-03-2023,101.4228919
k25470,02-03-2023,136.0834691
n224422,02-03-2023,182.9021848
s207867,02-03-2023,205.7047041
b70037,02-03-2023,149.4623871
s31446,02-03-2023,189.4907429
v117652,02-03-2023,142.8597822
s23909,02-03-2023,163.8219742
n47731,02-03-2023,148.9872914
a187852,02-03-2023,155.5052436
n19148,02-03-2023,228.394505
p77169,02-03-2023,160.8908945
d54396,02-03-2023,162.8735767
m98766,02-03-2023,98.93629
n129819,02-03-2023,192.9709636
e66757,02-03-2023,151.5852001
k144359,02-03-2023,172.5105405
k111643,02-03-2023,99.67706992
a100813,02-03-2023,117.5058909
m155310,02-03-2023,136.4733191
f63873,02-03-2023,105.7940137
n175843,02-03-2023,222.1488458
k53638,02-03-2023,127.9948458
m217886,02-03-2023,211.5605799
q186283,02-03-2023,137.7913434
e207580,02-03-2023,181.3976913
t112988,02-03-2023,108.0046148
m193666,02-03-2023,109.5676494
n161870,02-03-2023,152.6340435
t32718,02-03-2023,176.6896248
q46302,02-03-2023,171.2365397
t54272,02-03-2023,196.867828
w140065,02-03-2023,199.0713773
p85322,02-03-2023,148.4118017
r51947,02-03-2023,224.3083929
i108437,02-03-2023,196.9563538
k98452,02-03-2023,135.8503451
g22491,02-03-2023,171.8614098
f180557,02-03-2023,228.5725482
w13626,02-03-2023,192.5113061
x36239,02-03-2023,117.5449543
d59410,02-03-2023,190.4376501
g134956,02-03-2023,163.8807292
d107741,02-03-2023,213.0853563
r146614,02-03-2023,192.8349374
n79869,02-03-2023,193.1134392
m112866,02-03-2023,146.9943948
o58243,02-03-2023,106.157193
d195175,02-03-2023,141.5602164
a20667,02-03-2023,142.5782726
s212905,02-03-2023,227.7215814
g136505,02-03-2023,178.9405759
m28780,02-03-2023,188.6714419
n59480,02-03-2023,132.6562376
g220866,02-03-2023,114.4951565
q74414,02-03-2023,94.38530438
u43956,02-03-2023,160.7582848
l110731,02-03-2023,204.8317165
f100157,02-03-2023,180.8148168
n75149,02-03-2023,176.8716583
g81044,02-03-2023,162.1812339
X9242,02-03-2023,94.2931992
r14485,02-03-2023,157.2268786
a117509,02-03-2023,217.2329943
d128074,02-03-2023,206.1996275
j137136,02-03-2023,169.4729725
m164932,02-03-2023,135.6629945
w168893,02-03-2023,136.6396136
u132431,02-03-2023,129.1029608
p62878,02-03-2023,154.3417023
f5693,02-03-2023,136.0874523
k167853,02-03-2023,199.1311922
e115010,02-03-2023,160.2802799
j104926,02-03-2023,114.4459663
s232572,02-03-2023,115.3606596
k126905,02-03-2023,152.5321333
n208830,02-03-2023,195.293051
e38410,02-03-2023,190.1804997
c44346,02-03-2023,187.1837522
k61269,02-03-2023,184.9140967
j31529,02-03-2023,156.4447698
d222584,02-03-2023,122.6968934
d222795,02-03-2023,199.6820132
w133037,02-03-2023,118.5394583
h82598,02-03-2023,150.5358473
f115172,02-03-2023,97.38688187
s118742,02-03-2023,217.2223535
a24127,02-03-2023,108.2022403
k68591,02-03-2023,103.8048322
l25638,02-03-2023,210.7533929
b110316,02-03-2023,98.35348714
l163556,02-03-2023,173.8854079
k85109,02-03-2023,108.0696
c108645,02-03-2023,137.2441874
w45923,02-03-2023,201.8137843
f128424,02-03-2023,199.3462356
i145577,02-03-2023,183.8976089
q135291,02-03-2023,198.3007803
i228936,02-03-2023,203.5611983
w183786,02-03-2023,124.281942
c207810,02-03-2023,118.9530246
o119736,02-03-2023,216.4552451
q91657,02-03-2023,141.2399406
c194980,02-03-2023,172.4801548
s79832,02-03-2023,96.72663877
f133230,02-03-2023,178.2799017
p226038,02-03-2023,142.9033085
d220744,02-03-2023,202.7073273
n203466,02-03-2023,115.3620847
h158183,02-03-2023,183.0304266
m230475,02-03-2023,132.1417315
h49847,02-03-2023,102.9673752
g46657,02-03-2023,169.0384891
u85666,02-03-2023,221.2463512
s30529,02-03-2023,133.3625431
d74733,02-03-2023,98.64579084
u191228,02-03-2023,174.1762616
o75474,02-03-2023,109.1342946
g103376,02-03-2023,219.2092061
q135126,02-03-2023,116.4739019
j123195,02-03-2023,173.0681662
X195632,02-03-2023,148.6344667
i103042,02-03-2023,165.0168953
e46084,02-03-2023,177.5468814
b85834,02-03-2023,132.7585178
w198952,02-03-2023,163.9112373
l128432,02-03-2023,109.360954
x104481,02-03-2023,194.7846627
g201626,02-03-2023,102.2451518
d1318,02-03-2023,90.0462028
i218592,02-03-2023,178.2112352
c53740,02-03-2023,180.8471554
g116524,02-03-2023,171.4389598
i158626,02-03-2023,171.0308517
c4212,02-03-2023,104.7923649
t144346,02-03-2023,112.8022569
j57196,02-03-2023,176.0935853
k193991,02-03-2023,152.3954249
n1690,02-03-2023,156.1178738
b194649,02-03-2023,100.2482319
p158342,02-03-2023,113.5311702
i175684,02-03-2023,95.23592373
o154708,02-03-2023,92.15939128
k77436,02-03-2023,104.6834816
a41387,02-03-2023,162.0765883
e199596,02-03-2023,116.9387612
a38043,02-03-2023,195.4896298
b143481,02-03-2023,173.38082
m213489,02-03-2023,139.6242933
m164079,02-03-2023,150.676324
f31286,02-03-2023,138.7599927
d133094,02-03-2023,95.02675245
t119221,02-03-2023,159.6613591
a111723,02-03-2023,138.6099777
c96635,02-03-2023,177.5886413
o168949,02-03-2023,114.7755553
o192693,02-03-2023,119.2642807
s113446,02-03-2023,101.7086869
g73098,02-03-2023,189.7779987
X146812,02-03-2023,193.1936098
a26095,02-03-2023,200.9733933
w128718,02-03-2023,203.1143704
v28605,02-03-2023,211.031938
h15557,02-03-2023,134.0125388
o210402,02-03-2023,176.4649188
d29298,02-03-2023,192.5303599
a179390,02-03-2023,166.7242748
a173769,02-03-2023,222.411564
o49112,02-03-2023,142.4574201
q197841,02-03-2023,127.7623644
g6542,02-03-2023,167.174636
i153920,02-03-2023,112.0967487
p213825,02-03-2023,191.7234192
m2005,02-03-2023,150.1252063
o88708,02-03-2023,122.7421525
e2824,02-03-2023,127.2694226
d36668,02-03-2023,142.7592442
i126152,02-03-2023,190.2328473
h214551,02-03-2023,191.267105
r121564,02-03-2023,106.2242847
r139758,02-03-2023,122.8598839
c115994,02-03-2023,201.6767491
r180166,02-03-2023,144.7524547
X103105,02-03-2023,184.7667424
x21707,02-03-2023,113.5964281
p115801,02-03-2023,100.1110252
c183265,02-03-2023,91.72065351
a65788,02-03-2023,203.7382479
o108198,02-03-2023,187.6665303
k198678,02-03-2023,200.7998081
m117158,02-03-2023,144.5603242
x160524,02-03-2023,103.1849121
b64610,02-03-2023,116.9703331
l94928,02-03-2023,164.9040559
q43824,02-03-2023,104.7702636
a142368,02-03-2023,186.2826468
d31897,02-03-2023,199.4656129
m99281,02-03-2023,85.1623576
k59046,02-03-2023,143.7984549
r208473,02-03-2023,171.5724393
t145838,02-03-2023,141.1778387
j193460,02-03-2023,113.767668
f1707,02-03-2023,97.96543462
b39684,02-03-2023,106.6527499
u67837,02-03-2023,188.5434943
i211140,02-03-2023,195.272329
u165439,02-03-2023,103.0927898
c23288,02-03-2023,213.3485711
f54111,02-03-2023,179.9572916
u68551,02-03-2023,192.4534714
b35533,02-03-2023,210.4388915
b38909,02-03-2023,208.0596237
t39906,02-03-2023,134.6418297
t13536,02-03-2023,144.367536
g27381,02-03-2023,115.4473953
i15818,02-03-2023,206.9753584
l28555,02-03-2023,162.6700711
h115227,02-03-2023,179.5506476
x62919,02-03-2023,198.7307361
n184214,02-03-2023,193.1872215
l135218,02-03-2023,125.0658638
p38396,02-03-2023,137.3471707
e189263,02-03-2023,220.663373
r130467,02-03-2023,189.5456432
x233543,02-03-2023,217.2048844
h31794,02-03-2023,160.8484205
i89556,02-03-2023,159.1448122
a159495,02-03-2023,194.8760659
s217023,02-03-2023,123.4232106
q20944,02-03-2023,206.5881913
q29143,02-03-2023,221.1972487
b148495,02-03-2023,201.6847233
u106481,02-03-2023,223.1167979
g8005,02-03-2023,134.2098163
t221827,02-03-2023,102.2008967
b153969,02-03-2023,222.8384354
g46625,02-03-2023,173.6499047
c185774,02-03-2023,169.7125712
u37921,02-03-2023,156.5429117
c43635,02-03-2023,186.2551458
c4706,02-03-2023,160.9963185
b37569,02-03-2023,89.51782192
n174637,02-03-2023,112.4382333
q149989,02-03-2023,100.5470013
o193012,02-03-2023,112.1429105
r32006,02-03-2023,146.4132625
k222875,02-03-2023,197.5534567
j115091,02-03-2023,193.40273
f227944,02-03-2023,117.36627
d177435,02-03-2023,100.0548563
v198457,02-03-2023,112.8167152
b130705,02-03-2023,195.0835297
u51640,02-03-2023,216.8097194
t47798,02-03-2023,153.871783
b88750,02-03-2023,197.9545614
s197401,02-03-2023,213.3368297
s150042,02-03-2023,187.2572255
c200357,02-03-2023,114.6045666
b198658,02-03-2023,215.8656848
b55594,02-03-2023,165.7211196
s177861,02-03-2023,213.2415407
s152220,02-03-2023,195.6169153
h8397,02-03-2023,83.10327657
c112541,02-03-2023,172.8137872
d106585,02-03-2023,192.2706963
f206588,02-03-2023,200.5885324
v40090,02-03-2023,175.6280282
e203763,02-03-2023,113.4408129
v54251,02-03-2023,196.1716132
p147020,02-03-2023,192.148285
X168300,02-03-2023,160.6309187
k157578,02-03-2023,151.5724185
j201889,02-03-2023,217.6024439
d190483,02-03-2023,212.1176449
t232599,02-03-2023,201.8124942
b199403,02-03-2023,113.414525
f22641,02-03-2023,209.414226
u227571,02-03-2023,104.9326218
b172587,02-03-2023,198.6603963
l72119,02-03-2023,149.4668705
w193351,02-03-2023,161.4406499
h90277,02-03-2023,211.841164
s104565,02-03-2023,163.6203828
b140952,02-03-2023,166.275153
s110731,02-03-2023,218.5930825
t108161,02-03-2023,131.3437935
s194871,02-03-2023,108.7564576
q232521,02-03-2023,161.916738
i109049,02-03-2023,212.3673554
f48757,02-03-2023,126.1759237
c35792,02-03-2023,134.2599952
o81429,02-03-2023,117.4859154
i62583,02-03-2023,137.9618864
b166009,02-03-2023,117.6007675
l131707,02-03-2023,156.4846664
s191822,02-03-2023,179.5025708
o233554,02-03-2023,157.9733297
t69831,02-03-2023,126.425718
k203178,02-03-2023,138.0564183
a137349,02-03-2023,85.23638237
w59430,02-03-2023,197.669665
f13404,02-03-2023,113.1637677
b113052,02-03-2023,204.6796743
l118690,02-03-2023,194.316367
n166861,02-03-2023,105.5288301
s193194,02-03-2023,154.8593234
c151943,02-03-2023,92.22228434
b78458,02-03-2023,205.0160827
d44117,02-03-2023,148.1080152
h44135,02-03-2023,168.6481523
m2562,02-03-2023,95.71820083
b8964,02-03-2023,131.8302261
w172744,02-03-2023,215.3276364
k188045,02-03-2023,148.7476023
x21892,02-03-2023,137.0103565
e145601,02-03-2023,209.1631382
w26038,02-03-2023,149.6455632
m34734,02-03-2023,210.657986
f18078,02-03-2023,188.7439508
a122732,02-03-2023,138.2109264
e87109,02-03-2023,136.2846447
h10968,02-03-2023,162.4902628
p224439,02-03-2023,171.0134119
b166549,02-03-2023,134.6304973
e21359,02-03-2023,121.3856297
o20147,02-03-2023,91.02698769
c80998,02-03-2023,166.1459802
k179813,02-03-2023,194.1708793
a158645,02-03-2023,138.0812012
q206775,02-03-2023,188.7379666
t225475,02-03-2023,199.0904057
k141199,02-03-2023,206.4142764
o37791,02-03-2023,93.31632035
k164328,02-03-2023,155.0585816
d87076,02-03-2023,108.3569986
h189664,02-03-2023,202.517891
n84756,02-03-2023,198.2789963
g122394,02-03-2023,218.255752
v70208,02-03-2023,173.8081269
i77697,02-03-2023,133.6940305
n30549,02-03-2023,187.9544257
u83865,02-03-2023,184.5591701
b210568,02-03-2023,97.45760733
m168212,02-03-2023,214.2752325
b219977,02-03-2023,120.9685951
r218940,02-03-2023,114.9413237
c197844,02-03-2023,102.4037051
a52563,02-03-2023,173.9188231
s170442,02-03-2023,124.3453098
d135524,02-03-2023,93.89639282
X133611,02-03-2023,183.4392228
o214753,02-03-2023,117.4951737
b206297,02-03-2023,221.7742678
n199478,02-03-2023,94.97784387
n61568,02-03-2023,172.0962772
c87589,02-03-2023,184.6639123
m177063,02-03-2023,131.088076
l82205,02-03-2023,119.5968527
k78724,02-03-2023,114.1646008
c145960,02-03-2023,173.9207647
n218104,02-03-2023,213.5655927
l79427,02-03-2023,180.7750205
k55125,02-03-2023,222.2829529
b223771,02-03-2023,149.5406444
l216847,02-03-2023,186.4791738
j99374,02-03-2023,138.9865565
m47091,02-03-2023,123.1498662
p13100,02-03-2023,191.7432057
l222653,02-03-2023,90.92870708
m95078,02-03-2023,177.9452529
d36384,02-03-2023,152.7406733
a141412,02-03-2023,129.3064405
t15513,02-03-2023,144.4104309
q48412,02-03-2023,127.0054033
e162490,02-03-2023,126.800126
g157577,02-03-2023,156.1409615
u29613,02-03-2023,218.6008481
t180201,02-03-2023,211.6497103
j10673,02-03-2023,198.6893316
c82844,02-03-2023,107.1613947
q186906,02-03-2023,157.3486595
s163015,02-03-2023,131.6173047
c164873,02-03-2023,200.7057238
r98399,02-03-2023,96.9661711
a48806,02-03-2023,131.2648297
a121607,02-03-2023,108.5669077
e1,02-03-2023,118.3449893
v206311,02-03-2023,229.9912603
l54898,02-03-2023,224.7009069
w115595,02-03-2023,134.5802595
u155943,02-03-2023,135.5129065
j215590,02-03-2023,115.1817615
d35423,02-03-2023,133.6458662
o189463,02-03-2023,209.3278775
k96009,02-03-2023,133.9666334
l54285,02-03-2023,166.1888064
n165399,02-03-2023,103.4642814
k184389,02-03-2023,201.6515731
r11704,02-03-2023,206.6709593
l13065,02-03-2023,189.581334
m124329,02-03-2023,143.7780264
h112663,02-03-2023,160.0614947
r65541,02-03-2023,214.4131231
o53547,02-03-2023,195.8222848
p221670,02-03-2023,100.4855928
t219105,02-03-2023,164.9732499
r66659,02-03-2023,99.16658113
r199658,02-03-2023,201.7812762
n71553,02-03-2023,207.5839657
d184724,02-03-2023,149.243361
v119718,02-03-2023,183.6306927
u39861,02-03-2023,210.765013
s106359,02-03-2023,85.0932038
l68216,02-03-2023,178.8016487
w77851,02-03-2023,200.2556487
k78205,02-03-2023,171.5196627
n29574,02-03-2023,179.9720658
a150641,02-03-2023,154.2681986
a93200,02-03-2023,192.8343773
X33164,02-03-2023,221.5052156
w133863,02-03-2023,165.2440222
c14510,02-03-2023,103.8220744
a149986,02-03-2023,193.572836
o233658,02-03-2023,161.1875433
b160395,02-03-2023,132.008583
h94754,02-03-2023,160.02036
r152290,02-03-2023,111.9627319
k20606,02-03-2023,217.0394282
f6020,02-03-2023,216.4544961
g166716,02-03-2023,201.0165236
o113724,02-03-2023,166.86218
x26156,02-03-2023,98.8429658
h110,02-03-2023,96.37239148
b97425,02-03-2023,205.3302926
r160789,02-03-2023,102.5381093
u14725,02-03-2023,161.0649707
d167746,02-03-2023,128.3927905
f59043,02-03-2023,182.4083726
c112667,02-03-2023,149.4766662
d129329,02-03-2023,120.623963
e156476,02-03-2023,216.0077285
a60558,02-03-2023,170.378913
m110741,02-03-2023,95.13419807
m47960,02-03-2023,160.226292
f66215,02-03-2023,115.3239138
t144203,02-03-2023,195.5588323
m139823,02-03-2023,106.192203
t228389,02-03-2023,108.5127115
p131000,02-03-2023,99.2703019
j5625,02-03-2023,172.5159573
s168781,02-03-2023,146.8295466
f153625,02-03-2023,210.3037352
u179424,02-03-2023,148.283529
h46387,02-03-2023,207.6909635
l133790,01-03-2023,92.53797197
o131598,01-03-2023,134.8315364
v92873,01-03-2023,89.86611392
a162116,01-03-2023,109.9156982
u108834,01-03-2023,126.5795667
r114483,01-03-2023,101.5878932
h202185,01-03-2023,138.0551548
a168078,01-03-2023,155.6807341
r120400,01-03-2023,126.073874
l151116,01-03-2023,194.0909788
l106192,01-03-2023,85.18459067
f150453,01-03-2023,208.385288
a83321,01-03-2023,69.41124906
s29448,01-03-2023,144.0249976
p6393,01-03-2023,131.0244826
p187988,01-03-2023,72.88922227
o64468,01-03-2023,79.53137424
u5448,01-03-2023,105.6590631
f194429,01-03-2023,71.06581223
m179903,01-03-2023,152.1384973
u128519,01-03-2023,184.3503038
s54665,01-03-2023,172.5744745
l204149,01-03-2023,138.3157017
q40009,01-03-2023,125.5525205
b182456,01-03-2023,97.93411072
p59651,01-03-2023,141.3585321
a101775,01-03-2023,140.1842704
e135952,01-03-2023,102.3428096
x196643,01-03-2023,178.9233941
k36911,01-03-2023,198.6076614
g170651,01-03-2023,208.8486292
j138897,01-03-2023,127.1834423
m177732,01-03-2023,195.879417
f225507,01-03-2023,119.2181953
t69012,01-03-2023,158.825298
p129484,01-03-2023,205.8946283
h19510,01-03-2023,139.1320785
s8068,01-03-2023,106.2806298
c90034,01-03-2023,182.2635843
h150898,01-03-2023,107.4296596
e104173,01-03-2023,132.6699959
w56242,01-03-2023,196.6230458
m119576,01-03-2023,183.4022572
p132400,03-08-2023,145.572129
